,MD_EARN_WNE_P10,MD_EARN_WNE_P8,MD_EARN_WNE_P6,INSTNM,population_2019,GRAD_DEBT_MDN,FIRST_GEN,MARRIED,ADM_RATE,SAT_AVG,POVERTY_RATE,Geographic Area,Geographic Area,LN_MEDIAN_HH_INC,COSTT4_A,UGDS_WHITE,MEDIAN_HH_INC,MD_EARN_WNE_P8,MD_EARN_WNE_P10
306,29400,27000,26200,Santa Barbara Business College-Santa Maria,"107,263",12000,0.677419355,0.195121951,,,11.06999969,"santa maria , california","santa maria , california",10.94999981,22429.0,0.093,57509.2,27000,29400
307,36800,33500,26900,Santa Barbara City College,"91,364",11839,0.457214765,0.079109427,,,7.659999847,"santa barbara , california","santa barbara , california",11.11999989,15223.0,0.3997,70571.13,33500,36800
308,72600,69400,61100,Santa Clara University,"212,979",19917,0.16505895,0.014112903,0.4991,1366.0,5.46999979,"santa clara , california","santa clarita , california",11.39000034,69155.0,0.4856,93581.09,69400,72600
309,72600,69400,61100,Santa Clara University,"130,365",19917,0.16505895,0.014112903,0.4991,1366.0,5.46999979,"santa clara , california","santa clara , california",11.39000034,69155.0,0.4856,93581.09,69400,72600
310,33000,28400,23500,Santa Monica College,"90,401",7250,0.501534573,0.035768124,,,17.20999908,"santa monica , california","santa monica , california",10.81999969,11458.0,0.2541,54172.25,28400,33000
311,35700,33800,27100,Santa Rosa Junior College,"176,753",8999,0.47703765,0.087475791,,,5.940000057,"santa rosa , california","santa rosa , california",11.14999962,13740.0,0.463,70588.82,33800,35700
313,27400,26600,21700,College of the Sequoias,"134,605",5500,0.573653306,0.089348348,,,17.48999977,"visalia , california","visalia , california",10.77999973,8453.0,0.2113,48941.89,26600,27400
315,27500,26100,22300,Shasta College,"92,590",10500,0.526533685,0.161461587,,,11.86999989,"redding , california","redding , california",10.72999954,11875.0,0.6677,46241.34,26100,27500
316,30700,28100,25200,Sierra College,"68,823",13563,0.447171576,0.149068323,,,6.489999771,"rocklin , california","rocklin , california",11.11999989,11451.0,0.5559,69725.32,28100,30700
319,34500,32500,30500,Simpson University,"92,590",19775,0.375745527,0.221223022,0.5,1078.0,10.09000015,"redding , california","redding , california",10.89000034,39946.0,0.5547,55586.54,32500,34500
322,34800,30100,24700,Solano Community College,"117,133",10500,0.484508547,0.133718347,,,6.789999962,"fairfield , california","fairfield , california",11.17000008,13073.0,0.279,72436.64,30100,34800
324,32300,27800,32000,South Coast College,"138,669",14917,0.464788732,0.167567568,,,8.390000343,"orange , california","orange , california",11.21000004,24156.0,0.3122,76739.27,27800,32300
325,41800,38000,34700,Vanguard University of Southern California,"113,003",23250,0.358836207,0.066346154,0.4017,1039.0,7.829999924,"costa mesa , california","costa mesa , california",11.18999958,44768.0,0.3811,75891.29,38000,41800
327,30800,27000,23400,Southwestern College,"274,492",6381,0.565357373,0.106492216,,,13.38000011,"chula vista , california","chula vista , california",10.89999962,11414.0,0.2997,56148.58,27000,30800
332,74000,64700,53800,University of Southern California,"3,979,576",19459,0.24717833,0.01578532,0.1296,1445.0,8.75,"los angeles , california","los angeles , california",11.18000031,72097.0,0.3922,76787.41,64700,74000
334,25100,25400,27500,Epic Bible College,"513,624",24462,0.468085106,0.386554622,,,10.18999958,"sacramento , california","sacramento , california",11.02000046,25415.0,0.4188,63747.56,25400,25100
337,27800,23500,20400,Victor Valley College,"122,385",8000,0.564725954,0.123226658,,,13.43999958,"victorville , california","victorville , california",10.88000011,15376.0,0.2444,53361.42,23500,27800
339,50100,51800,38800,Walden University,"429,606",21500,0.508126604,0.373665994,,,8.93999958,"minneapolis , minnesota","minneapolis , minnesota",10.98999977,25065.0,0.4307,62475.08,51800,50100
345,48200,44000,34800,Woodbury University,"102,511",28750,0.409785933,0.044973545,0.6566,1056.0,13.14000034,"burbank , california","burbank , california",10.96000004,51282.0,0.3406,60713.37,44000,48200
350,34400,31600,28900,Aims Community College,"108,649",7699,0.545454546,0.171209947,,,7.980000019,"greeley , colorado","greeley , colorado",10.97000027,13285.0,0.5383,59789.69,31600,34400
351,29600,28500,27100,Bel-Rea Institute of Animal Technology,"727,211",26325,0.35862069,0.152173913,0.2415,,6.179999828,"denver , colorado","denver , colorado",11.11999989,23043.0,0.76,71132.11,28500,29600
352,56400,48600,41500,University of Colorado Denver/Anschutz Medical Campus,"727,211",21467,0.379420488,0.107926829,0.6363,1132.0,5.599999905,"denver , colorado","denver , colorado",11.15999985,22243.0,0.4574,74050.41,48600,56400
353,43900,37600,34600,University of Colorado Colorado Springs,"478,221",20901,0.313405381,0.141327623,0.9118,1123.0,5.400000095,"colorado springs , colorado","colorado springs , colorado",11.11999989,21737.0,0.6324,70639.18,37600,43900
354,46300,48000,39700,Spartan College of Aeronautics and Technology,"70,465",16000,0.426282051,0.24340176,,,8.149999619,"broomfield , colorado","broomfield , colorado",11.01000023,26120.0,0.6077,63587.02,48000,46300
355,50800,44200,39100,University of Colorado Boulder,"105,673",19500,0.203573185,0.02052005,0.8154,1281.0,4.519999981,"boulder , colorado","boulder , colorado",11.26000023,30178.0,0.6745,81327.65,44200,50800
356,39300,34700,34200,Colorado Christian University,"157,935",28001,0.448509885,0.401602404,,,5.690000057,"lakewood , colorado","lakewood , colorado",11.11999989,43486.0,0.6189,70816.99,34700,39300
360,47100,41600,36800,Colorado State University-Fort Collins,"170,243",20500,0.242137123,0.045431852,0.8387,1197.0,5.110000134,"fort collins , colorado","fort collins , colorado",11.15999985,26861.0,0.7135,73818.06,41600,47100
361,42200,32200,27900,Colorado Technical University-Colorado Springs,"478,221",31250,0.545876887,0.300618238,,,9,"colorado springs , colorado","colorado springs , colorado",10.93000031,21248.0,0.3445,58865.35,32200,42200
362,34200,30800,30100,Community College of Aurora,"379,289",11725,0.511192511,0.196463654,,,6.039999962,"aurora , colorado","aurora , colorado",11.14000034,21081.0,0.308,71715.37,30800,34200
363,27100,21200,18600,CollegeAmerica-Denver,"727,211",25670,0.560364465,0.300884956,,,7.079999924,"denver , colorado","denver , colorado",11.01000023,31582.0,0.2276,62640.27,21200,27100
364,31500,28700,27100,Community College of Denver,"727,211",11086,0.494065282,0.118320611,,,9.220000267,"denver , colorado","denver , colorado",10.97999954,13440.0,0.3375,61494.5,28700,31500
366,56500,54700,44500,University of Denver,"727,211",20833,0.190306486,0.019754768,0.5647,1300.0,5.28000021,"denver , colorado","denver , colorado",11.21000004,64513.0,0.6811,78120.26,54700,56500
368,35700,33700,30400,Front Range Community College,"113,166",14251,0.411585787,0.162142243,,,4.889999866,"westminster , colorado","westminster , colorado",11.14999962,15314.0,0.6231,71572.35,33700,35700
371,36800,33500,30700,Colorado Mesa University,"63,597",22287,0.393754962,0.078143785,0.8072,1022.0,7.070000172,"grand junction , colorado","grand junction , colorado",10.89000034,21181.0,0.6824,56304.4,33500,36800
372,40200,36800,34100,Metropolitan State University of Denver,"727,211",21250,0.404666575,0.108362924,0.5945,1016.0,6.050000191,"denver , colorado","denver , colorado",11.13000011,21702.0,0.5109,71857.86,36800,40200
373,20700,18000,16300,Naropa University,"105,673",25000,0.194805195,0.040816327,0.9845,,6.900000095,"boulder , colorado","boulder , colorado",11.07999992,50081.0,0.7017,68743.09,18000,20700
375,42000,38100,33800,University of Northern Colorado,"108,649",20490,0.35173132,0.059033563,0.9075,1099.0,5.5,"greeley , colorado","greeley , colorado",11.14000034,22886.0,0.627,72445.43,38100,42000
377,31300,28600,25500,Pikes Peak Community College,"478,221",9250,0.425948592,0.321814543,,,6.25,"colorado springs , colorado","colorado springs , colorado",11.03999996,15941.0,0.5685,64755.59,28600,31300
378,27700,26200,23800,Pueblo Community College,"112,361",12438,0.473833671,0.244904891,,,10.88000011,"pueblo , colorado","pueblo , colorado",10.73999977,18953.0,0.5193,47351.18,26200,27700
379,36900,32200,30200,Red Rocks Community College,"157,935",9500,0.453156823,0.168238515,,,4.849999905,"lakewood , colorado","lakewood , colorado",11.15999985,15615.0,0.6272,72981.48,32200,36900
380,56400,54300,50000,Regis University,"727,211",24968,0.36,0.245892952,0.6029,1160.0,5.480000019,"denver , colorado","denver , colorado",11.17000008,48280.0,0.4888,74280.35,54300,56400
381,33000,27500,27300,Rocky Mountain College of Art and Design,"157,935",32233,0.334951456,0.198250729,,,5.690000057,"lakewood , colorado","lakewood , colorado",11.13000011,25620.0,0.589,71949.72,27500,33000
383,37500,36500,33900,Colorado State University-Pueblo,"112,361",21709,0.408678103,0.103432494,0.952,1040.0,8.93999958,"pueblo , colorado","pueblo , colorado",10.86999989,20870.0,0.4636,54713.6,36500,37500
388,51200,48400,41400,Albertus Magnus College,"130,250",29250,0.533823529,0.129789864,0.5807,931.0,9.180000305,"new haven , connecticut","new haven , connecticut",11.02000046,47496.0,0.345,65065.75,48400,51200
389,43100,38000,32300,University of Bridgeport,"144,399",26000,0.424291498,0.090482574,0.5724,997.0,11.64999962,"bridgeport , connecticut","bridgeport , connecticut",10.97999954,49222.0,0.2167,63241.6,38000,43100
390,47900,43200,39100,Central Connecticut State University,"72,495",21995,0.387482993,0.03959912,0.6724,1076.0,5.550000191,"new britain , connecticut","new britain , connecticut",11.18999958,21628.0,0.593,75579.11,43200,47900
392,32300,29500,26000,Capital Community College,"122,105",8984,0.576844956,0.164390491,,,18.27000046,"hartford , connecticut","hartford , connecticut",10.72999954,11212.0,0.1844,49809.92,29500,32300
395,29900,27000,24600,Housatonic Community College,"144,399",6000,0.577896787,0.086821705,,,12.93000031,"bridgeport , connecticut","bridgeport , connecticut",10.89999962,11596.0,0.2533,56902.3,27000,29900
396,35400,31400,27600,Naugatuck Valley Community College,"107,568",7350,0.553865653,0.098518774,,,8.390000343,"waterbury , connecticut","waterbury , connecticut",11.01000023,10863.0,0.4585,63783.19,31400,35400
398,52100,45100,38600,University of New Haven,"54,620",27000,0.285648785,0.02045164,0.8387,1129.0,5.480000019,"west haven , connecticut","west haven , connecticut",11.21000004,54609.0,0.6225,77310.15,45100,52100
399,33500,30700,26500,Norwalk Community College,"88,816",6110,0.539209726,0.09683605,,,7.230000019,"norwalk , connecticut","norwalk , connecticut",11.22000027,12826.0,0.2993,79243,30700,33500
400,39900,35800,31100,Porter and Chester Institute of Stratford,"129,638",12350,0.536207477,0.127751075,,,8.399999619,"stratford , connecticut","stamford , connecticut",11.05000019,28396.0,0.3824,66273.98,35800,39900
401,40900,36700,34900,Post University,"107,568",28757,0.56767083,0.242385492,0.5301,,8.149999619,"waterbury , connecticut","waterbury , connecticut",11.06000042,28866.0,0.3811,67090.63,36700,40900
402,32800,30800,26200,Gateway Community College,"130,250",5375,0.581621998,0.0943185,,,11.18999958,"new haven , connecticut","new haven , connecticut",10.92000008,12084.0,0.3742,58495.06,30800,32800
403,45300,41100,36800,Southern Connecticut State University,"130,250",22250,0.390459364,0.028481013,0.6623,1027.0,6.190000057,"new haven , connecticut","new haven , connecticut",11.17000008,23211.0,0.5555,74581.97,41100,45300
406,45200,41800,35700,Western Connecticut State University,"84,694",25000,0.379805228,0.037378865,0.7924,,4.409999847,"danbury , connecticut","danbury , connecticut",11.31000042,25198.0,0.6008,85742.06,41800,45200
408,44500,38000,35700,Goldey-Beacom College,"70,166",19306,0.42172524,0.032448378,0.5323,,6.400000095,"wilmington , delaware","wilmington , delaware",11.11999989,37069.0,0.4712,70369.91,38000,44500
410,45800,43000,39400,Barry University,"467,963",28500,0.43556701,0.154628143,0.9125,1006.0,11.28999996,"miami , florida","miami , florida",10.92000008,43524.0,0.1746,58621.88,43000,45800
411,29200,27500,23600,Bethune-Cookman University,"69,186",32750,0.422308816,0.010451505,,,14.28999996,"daytona beach , florida","daytona beach , florida",10.77999973,27817.0,0.0099,50783.25,27500,29200
412,39300,38300,33400,Lynn University,"99,805",17556,0.270096463,0.041979011,0.7045,1086.0,6.309999943,"boca raton , florida","boca raton , florida",11.19999981,55100.0,0.4672,78627.36,38300,39300
413,34900,30700,26700,Broward College,"182,437",8000,0.487369742,0.112336746,,,10.47999954,"fort lauderdale , florida","fort lauderdale , florida",10.92000008,13429.0,0.1562,58006.93,30700,34900
414,30200,29900,26700,Carlos Albizu University-Miami,"467,963",5500,0.250580046,0.124210526,0.5,,20.94000053,"miami , florida","miami , florida",10.60000038,37421.0,0.0159,45249.81,29900,30200
415,31400,28000,24700,College of Central Florida,"60,786",13140,0.487656409,0.128957305,,,9.890000343,"ocala , florida","ocala , florida",10.68999958,11792.0,0.599,44560.11,28000,31400
416,29800,26200,27100,Johnson University Florida,"72,717",23250,0.254545455,0.128107075,0.6541,1006.0,8,"kissimmee , florida","kissimmee , florida",10.94999981,22322.0,0.5126,59004.31,26200,29800
417,45400,41400,37100,University of Central Florida,"287,442",18750,0.352640047,0.069376815,0.4253,1261.0,7.170000076,"orlando , florida","orlando , florida",11,21034.0,0.4757,62518.63,41400,45400
418,28700,27500,24300,Daytona State College,"69,186",9250,0.41995441,0.133433962,,,9.600000381,"daytona beach , florida","daytona beach , florida",10.77000046,11107.0,0.6014,49007.53,27500,28700
419,34700,32300,28900,Florida SouthWestern State College,"87,103",8000,0.504302926,0.086719126,,,7.849999905,"fort myers , florida","fort myers , florida",10.93000031,13208.0,0.4263,56986.99,32300,34700
420,25900,25000,20400,Edward Waters College,"911,507",29000,0.504132231,0.030054645,0.5554,931.0,15.55000019,"jacksonville , florida","jacksonville , florida",10.72999954,24933.0,0.0403,47937.99,25000,25900
421,66200,55700,47900,Embry-Riddle Aeronautical University-Daytona Beach,"69,186",24996,0.355459272,0.335415666,0.655,,7.300000191,"daytona beach , florida","daytona beach , florida",11.05000019,51728.0,0.56,66671.2,55700,66200
422,37600,32800,26800,Florida Agricultural and Mechanical University,"194,500",25000,0.365940948,0.011238892,0.3886,1097.0,13.10000038,"tallahassee , florida","tallahassee , florida",10.81999969,22716.0,0.032,52786.24,32800,37600
423,43200,40500,36200,Florida Atlantic University,"99,805",17819,0.387772831,0.0653166,0.5932,1159.0,8.210000038,"boca raton , florida","boca raton , florida",11,19559.0,0.404,63066.25,40500,43200
424,31900,30300,27700,Florida State College at Jacksonville,"911,507",14250,0.441052892,0.163960692,,,9.010000229,"jacksonville , florida","jacksonville , florida",10.93999958,9085.0,0.4651,58396.7,30300,31900
428,56000,54700,54300,AdventHealth University,"287,442",24708,0.390205371,0.203102962,0.8689,1016.0,8.300000191,"orlando , florida","orlando , florida",10.97000027,24338.0,0.3593,60028.37,54700,56000
429,56600,47100,38000,Florida Institute of Technology,"83,029",26895,0.401340283,0.261528327,0.6504,1264.0,6.179999828,"melbourne , florida","melbourne , florida",11.07999992,58508.0,0.4943,68086.59,47100,56600
431,46300,43000,38700,Florida International University,"467,963",17500,0.414037389,0.069418171,0.5856,1185.0,11.60000038,"miami , florida","miami , florida",10.92000008,19434.0,0.0865,58110.89,43000,46300
435,41400,39200,36200,Florida Southern College,"112,136",25000,0.276198934,0.058773424,0.5023,1230.0,7.349999905,"lakeland , florida","lakeland , florida",10.97000027,49296.0,0.7127,60789.21,39200,41400
